1st_year_revenue,title,year,released,runtime,top_10_dir,top_50_dir,top_100_dir,top_10_actors,top_50_actors,top_100_actors,language,country,rating,Action,Adventure,Fantasy/Sci-Fi,Crime,Thriller/Mystery,Drama,Horror,Comedy,Documentary,Family/Animated,Biography/History,Romance,Music/Musical,Likely TV
166573,The Greatest Miracle,2011,2011-10-14,70.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55518,Finding Joe,2011,2011-09-30,80.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60291,Crime After Crime,2011,2011-07-01,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61120,The Whale,2011,2011-09-09,85.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,Foreign country,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51742,My Reincarnation,2011,2011-10-28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,Foreign country,Unrated,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
47305,Alabama Moon,2009,2011-03-18,99.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48644,Putty Hill,2010,2011-02-18,85.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64014,The Human Resources Manager,2010,2011-03-04,103.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64572,Battle of the Brides,2011,2011-05-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,PG-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
85526,Carancho,2010,2011-02-11,107.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96868,A Little Help,2010,2011-07-22,109.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
100237,Rejoice and Shout,2010,2011-06-03,115.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66171,A Beautiful Life,2011,2011-05-20,122.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81600,Inkubus,2011,2011-10-28,80.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257892,Bol Bachchan,2012,2012-07-06,155.0,0.0,1.0,1.0,0.0,1.0,1.0,Foreign lang,Foreign country,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
963138,Diana Vreeland: The Eye Has to Travel,2011,2012-09-21,86.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1155545,Ek Main Aur Ekk Tu,2012,2012-02-10,110.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
598668,Heroine,2012,2012-09-21,149.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698210,Agent Vinod,2012,2012-03-23,157.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713754,Son of Sardaar,2012,2012-11-13,141.0,0.0,0.0,0.0,0.0,1.0,1.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
741381,Unconditional,2012,2012-09-21,92.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
749641,Coriolanus,2011,2012-01-20,123.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,Foreign country,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768518,Bill W.,2012,2012-05-18,104.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
777373,Rowdy Rathore,2012,2012-06-01,140.0,0.0,0.0,0.0,0.0,1.0,1.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3310439,Last Ounce of Courage,2012,2012-09-14,101.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474674,Dabangg 2,2012,2012-12-21,120.0,0.0,0.0,0.0,0.0,1.0,1.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1832541,Crooked Arrows,2012,2012-05-18,105.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347774,Ek Tha Tiger,2012,2012-08-15,132.0,0.0,0.0,0.0,0.0,1.0,1.0,Foreign lang,Foreign country,Unrated,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
204157,Touchback,2011,2012-04-13,118.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213476,Thaandavam,2012,2012-09-28,160.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214588,Neil Young Journeys,2011,2012-06-29,87.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
234830,My Uncle Rafael,2012,2012-09-21,102.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242646,Gerhard Richter Painting,2011,2012-03-14,97.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
252603,Lola Versus,2012,2012-06-08,87.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181782,The House I Live In,2012,2012-10-05,108.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144123,From Beneath,2012,2012-08-10,82.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,Unrated,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177743,Tere Naal Love Ho Gaya,2012,2012-02-24,130.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
180117,Lost Woods,2012,2012-03-02,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,Unrated,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510334,Shut Up and Play the Hits,2012,2012-07-18,108.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
385422,Khiladi 786,2012,2012-12-07,141.0,0.0,0.0,0.0,0.0,1.0,1.0,Foreign lang,Foreign country,Unrated,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
326508,Student of the Year,2012,2012-10-19,146.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
338876,A Werewolf Boy,2012,2012-11-30,127.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,Foreign country,Unrated,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
364875,The Oranges,2011,2012-10-05,90.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
113203870,The Bourne Legacy,2012,2012-08-10,135.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US and others,PG-13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51580136,The Grey,2011,2012-01-27,117.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US only,R,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51844311,The Odd Life of Timothy Green,2012,2012-08-15,105.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
77267296,Parental Guidance,2012,2012-12-25,105.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
53262945,The Devil Inside,2012,2012-01-06,83.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53900335,Paranormal Activity 4,2012,2012-10-19,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67544505,This Is 40,2012,2012-12-21,134.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
54333290,The Woman in Black,2012,2012-02-03,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,Foreign country,PG-13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54731865,Project X,2012,2012-03-02,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54760791,This Means War,2012,2012-02-17,103.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
56003051,ParaNorman,2012,2012-08-17,92.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
56758835,American Reunion,2012,2012-04-06,113.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58576892,Titanic,1997,1997-12-19,194.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US and others,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59650222,The Dictator,2012,2012-05-16,83.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60457138,The Lucky One,2012,2012-04-20,101.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62321039,Underworld: Awakening,2012,2012-01-20,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US and others,R,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63536011,Hope Springs,2012,2012-08-08,100.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US and others,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
49876377,Red Tails,2012,2012-01-20,125.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64575175,Chronicle,2012,2012-02-03,84.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49130588,The Possession,2012,2012-08-31,92.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US and others,PG-13,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48086903,Sinister,2012,2012-10-12,110.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US and others,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38518613,Rock of Ages,2012,2012-06-15,123.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
40891820,End of Watch,2012,2012-09-21,109.0,0.0,0.0,1.0,0.0,0.0,1.0,English and others,US only,R,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41152203,What to Expect When You're Expecting,2012,2012-05-18,110.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42073277,The Cabin in the Woods,2011,2012-04-13,95.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42345531,Resident Evil: Retribution,2012,2012-09-14,95.0,0.0,0.0,1.0,0.0,0.0,0.0,English and others,Foreign country,R,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43877043,Red Dawn,2012,2012-11-21,93.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44101002,Here Comes the Boom,2012,2012-10-12,105.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,PG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44338224,The Three Stooges,2012,2012-04-13,92.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
47323100,Savages,2012,2012-07-06,131.0,0.0,0.0,1.0,0.0,0.0,0.0,English and others,US only,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49008662,Diary of a Wimpy Kid: Dog Days,2012,2012-08-03,94.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
64655858,Pitch Perfect,2012,2012-10-05,112.0,0.0,0.0,0.0,0.0,0.0,1.0,English and others,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
80070736,Jack Reacher,2012,2012-12-21,130.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64935167,Mirror Mirror,2012,2012-03-30,106.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US and others,PG,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139284764,Taken 2,2012,2012-10-05,92.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,Foreign country,PG-13,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146172361,Hotel Transylvania,2012,2012-09-28,91.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
155136755,Snow White and the Huntsman,2012,2012-06-01,127.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US and others,PG-13,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161204082,Ice Age: Continental Drift,2012,2012-07-13,88.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
178501640,Wreck-It Ralph,2012,2012-11-02,101.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
179020854,Men in Black 3,2012,2012-05-25,106.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US and others,PG-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216391482,Madagascar 3: Europe's Most Wanted,2012,2012-06-08,93.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
218665740,Ted,2012,2012-06-29,106.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
237277071,Brave,2012,2012-06-22,93.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
262030663,The Amazing Spider-Man,2012,2012-07-03,136.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275530738,The Twilight Saga: Breaking Dawn - Part 2,2012,2012-11-16,115.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,PG-13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296804366,Skyfall,2012,2012-11-09,143.0,0.0,0.0,1.0,0.0,0.0,0.0,English and others,Foreign country,PG-13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408010692,The Hunger Games,2012,2012-03-23,142.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448139099,The Dark Knight Rises,2012,2012-07-20,164.0,0.0,1.0,1.0,0.0,1.0,1.0,English and others,US and others,PG-13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623357910,The Avengers,2012,2012-05-04,143.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138447667,21 Jump Street,2012,2012-03-16,109.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,R,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126477084,Prometheus,2012,2012-06-08,124.0,1.0,1.0,1.0,0.0,0.0,1.0,English and others,Foreign country,R,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126181630,Safe House,2012,2012-02-10,115.0,0.0,0.0,0.0,1.0,1.0,1.0,English and others,Foreign country,R,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125014030,The Vow,2012,2012-02-10,104.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US and others,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65233400,Battleship,2012,2012-05-18,131.0,0.0,1.0,1.0,1.0,1.0,1.0,English and others,US and others,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66486205,Looper,2012,2012-09-28,119.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US and others,R,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66528000,Contraband,2012,2012-01-13,109.0,0.0,0.0,1.0,1.0,1.0,1.0,English and others,US and others,R,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70012847,Act of Valor,2012,2012-02-24,110.0,0.0,0.0,0.0,0.0,0.0,0.0,Foreign lang,US only,R,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79727149,Dark Shadows,2012,2012-05-11,113.0,0.0,0.0,1.0,0.0,1.0,1.0,English only,US and others,PG-13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83670083,Wrath of the Titans,2012,2012-03-30,99.0,0.0,0.0,0.0,1.0,1.0,1.0,English only,US and others,PG-13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37397291,Lawless,2012,2012-08-29,116.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,US only,R,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85028192,The Expendables 2,2012,2012-08-17,103.0,0.0,1.0,1.0,0.0,0.0,0.0,English only,US and others,R,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91039488,Life of Pi,2012,2012-11-21,127.0,0.0,1.0,1.0,0.0,0.0,0.0,English and others,US and others,PG,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91547205,Think Like a Man,2012,2012-04-20,122.0,0.0,0.0,1.0,0.0,0.0,0.0,English only,US only,PG-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
92488366,Flight,2012,2012-11-02,138.0,0.0,1.0,1.0,0.0,1.0,1.0,English only,US and others,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97227667,Rise of the Guardians,2012,2012-11-21,97.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,US only,PG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148809770,Les Misérables,2012,2012-12-25,158.0,0.0,0.0,0.0,0.0,1.0,1.0,English only,Foreign country,PG-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
162805434,Django Unchained,2012,2012-12-25,165.0,0.0,0.0,0.0,0.0,0.0,0.0,English and others,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110106919,Argo,2012,2012-10-12,120.0,0.0,0.0,0.0,0.0,1.0,1.0,English and others,Foreign country,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113721571,Magic Mike,2012,2012-06-29,110.0,1.0,1.0,1.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86907746,The Campaign,2012,2012-08-10,85.0,0.0,0.0,1.0,0.0,0.0,1.0,English only,US only,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6810754,The Collection,2012,2012-11-30,82.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,R,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7915822,Arbitrage,2012,2012-09-14,107.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US and others,R,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10661905,To the Arctic 3D,2012,2012-04-20,40.0,0.0,0.0,0.0,0.0,0.0,1.0,English only,US only,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12512862,Cirque du Soleil: Worlds Away,2012,2012-12-21,91.0,0.0,0.0,0.0,0.0,0.0,0.0,English only,US only,PG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
